人工智能,优化方法基础,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语i,大学英语iii1,大学英语iii2,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,操作系统设计专题实验,数字逻辑电路,数学建模ii,数据库系统,数据结构与程序设计专题实验,数据结构与算法i,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,汇编语言,电子技术实验1,电子技术实验2,电路,离散数学a,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,软件定义网络,软件工程,面向对象程序设计,高等数学I-1,高等数学I-2
84,,94.0,85,80,81,,75,76,,76,66,86,77,80,73.0,73,,,,81,,81,84,70,79,70,86.0,79,80,93,91,75,65.0,70,69,69,87,88,76,81,83,88,90
86,92,81.0,82,85,98,,79,81,,90,82,90,92,87,,86,91,85,88.0,80,,67,92,87,79,80,86.0,85,81,85,85,,83.0,98,83,92,76,90,89,82,75,86,75
,,97.0,,83,,78,,,90,96,,,,,,,,,,,,,,,,,,99,,94,,,91.0,,,,,,,,,84,88
,,97.0,,83,,80,,,90,80,,,,,,,,,,,,,,,,,,100,,95,,,90.0,,,,,,,,,94,84
,74,72.0,69,81,87,,82,88,,67,68,85,92,86,,72,91,70,80.0,65,,60,84,87,79,72,72.0,80,70,64,78,89,89.0,94,69,79,73,73,88,79,90,71,62
96,86,82.0,73,79,87,,74,82,,82,67,87,92,78,,78,,88,90.0,86,,87,89,92,83,92,80.0,89,85,88,78,,86.0,83,85,79,92,80,77,91,94,90,71
,,88.0,87,87,79,78,,,81,90,86,90,92,86,71.0,79,92,77,,79,96,,,87,62,94,81.0,80,71,80,75,,91.0,,88,84,92,87,82,,88,69,89
91,85,83.0,,85,75,,,,,87,77,94,93,83,,78,,,92.0,81,,97,92,80,83,81,71.0,86,88,86,80,90,90.0,83,84,70,90,89,90,87,90,83,90
75,90,75.0,73,84,83,,77,73,,70,67,76,92,71,,71,,79,81.0,81,,72,83,79,78,76,72.0,83,82,81,87,87,90.0,83,85,87,87,69,72,76,77,67,69
,87,87.0,94,82,83,,76,79,,77,79,87,97,83,,79,,,,81,,71,98,70,79,91,75.0,96,95,100,89,76,85.0,83,60,88,88,86,86,77,93,86,97
69,,77.0,74,85,72,,76,71,,66,62,67,92,63,90.0,77,,,72.0,76,,84,60,80,76,61,82.0,87,89,88,80,88,80.0,92,77,83,98,67,74,72,94,87,90
84,,90.0,80,92,98,84,,,81,78,75,81,92,65,92.0,80,76,76,,66,84,,85,98,87,71,78.0,85,67,80,82,,95.0,76,75,79,92,85,,,85,76,64
,,87.0,,98,,76,,,80,90,,,,,,,,,,,,,,,,,,70,,72,,,,,,,,,,,,76,61
,,80.0,87,79,63,,85,80,,67,65,88,83,60,81.0,70,,,75.0,80,,88,74,80,83,90,73.0,66,78,87,88,80,85.0,62,73,71,86,69,61,74,75,90,90
97,96,89.0,97,79,84,,,,,92,91,87,91,82,,77,,,92.0,91,,96,87,80,87,82,96.0,93,92,94,71,92,95.0,83,87,75,90,83,92,93,83,94,94
,71,91.0,80,87,87,79,,,88,86,87,73,83,69,,77,83,89,,73,72,,80,87,81,84,85.0,95,68,80,77,,83.0,76,69,83,83,77,83,,95,80,70
80,82,79.0,77,84,89,,86,80,,72,71,85,92,83,,74,,86,86.0,83,,81,90,83,83,87,72.0,92,,85,85,,86.0,98,85,79,87,71,79,81,85,80,72
92,87,93.0,95,92,92,79,,,86,94,93,90,98,87,88.0,90,98,91,,95,97,,,92,98,93,97.0,93,87,95,84,,94.0,,89,98,98,91,92,,95,84,98
90,,90.0,84,87,92,,,,85,89,70,90,98,69,86.0,81,87,75,,72,77,,,87,81,69,79.0,85,77,90,74,91,92.0,76,90,83,87,93,,,92,84,82
,,92.0,,92,,,,,88,84,,,,,,,,,,,,,,,,,,100,,96,,,93.0,,,,,,,,,88,88
,,84.0,84,92,83,83,,,74,75,,,,92,87.0,,90,79,,85,92,,,87,83,73,88.0,95,85,94,,,93.0,,,,,,,,,77,79
,,95.0,,83,,82,,,82,84,,,,,,,,,,,,,,,,,,91,,93,,,,,,,,,,,,96,88
96,96,96.0,81,84,94,,77,75,,84,78,94,98,88,,85,,94,98.0,91,,96,97,79,83,95,94.0,83,94,90,92,,93.0,92,90,98,98,94,90,94,89,87,83
67,,,,83,92,71,,,85,93,84,67,98,82,80.0,83,98,73,,74,74,,,98,92,90,91.0,96,82,89,94,90,91.0,,62,85,87,66,,,90,86,81
88,,97.0,85,87,83,81,,,82,80,83,86,92,93,92.0,88,79,85,,81,94,,,92,87,92,84.0,81,79,84,88,81,93.0,76,83,88,92,82,88,,85,83,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,97,96
,,88.0,89,98,98,81,,,83,77,,,,86,93.0,,90,87,,82,,,,92,87,86,90.0,92,81,81,,,,,,,,,,,85,72,66
78,82,72.0,86,85,85,,79,76,,91,65,78,92,80,,76,,77,91.0,90,,79,87,83,87,93,77.0,80,79,84,77,90,83.0,83,79,87,98,77,82,85,78,80,77
,,77.0,76,83,92,69,,,77,94,64,79,87,61,84.0,60,77,63,,78,60,,76,83,87,68,63.0,92,67,71,86,,93.0,72,72,85,83,60,,,61,80,64
,,97.0,90,87,92,,,,94,93,,,,89,,,92,94,,93,98,,,92,87,89,92.0,97,89,99,,,93.0,,,,,,,,95,91,90
,,,,87,,80,,,77,85,,,,,,,,,,,,,,,,,,88,,76,,,,,,,,,,,,83,67
60,90,84.0,89,82,92,,72,83,,80,82,86,87,88,,60,87,73,87.0,71,,78,89,83,79,88,86.0,80,,72,83,,88.0,88,60,90,76,78,86,83,97,66,76
92,97,94.0,95,87,87,,87,80,,94,80,87,92,86,,81,,92,85.0,98,,93,88,92,92,99,83.0,92,90,97,83,99,87.0,98,92,83,92,88,84,92,94,96,91
,,93.0,90,87,92,77,,,85,68,79,87,92,74,89.0,83,79,83,,74,87,,85,87,81,85,85.0,83,73,76,83,77,92.0,76,80,83,83,87,,,83,72,69
81,82,73.0,74,85,86,,68,71,,66,74,83,92,78,,78,,,78.0,76,,65,86,80,76,83,92.0,86,,87,85,82,90.0,92,69,89,88,77,77,78,91,78,90
74,72,62.0,60,81,82,,80,78,,70,60,71,92,60,,62,,61,81.0,75,,60,73,76,83,62,78.0,88,82,60,77,92,83.0,83,63,83,98,69,74,72,78,71,60
,,92.0,89,83,89,,80,86,,68,79,94,92,80,100.0,77,,,89.0,89,,98,87,80,83,97,88.0,84,82,92,82,81,93.0,83,76,78,87,87,90,86,87,95,91
,,75.0,,79,,75,,,64,60,,,,,,,,,,,,,,,,,,72,,85,,,92.0,,,,,,,,,78,53
,,89.0,75,87,87,,73,79,,94,83,89,98,85,97.0,79,81,85,93.0,72,,84,90,92,83,82,82.0,89,95,90,82,92,95.0,92,77,95,87,85,81,81,94,80,84
91,,95.0,88,83,87,81,,,72,88,72,78,92,65,89.0,78,83,76,,75,86,,,87,87,92,74.0,94,79,83,76,79,89.0,76,68,77,87,69,,,85,90,91
,,85.0,71,87,92,,,,84,80,,,,74,,,87,92,,84,96,,,92,87,71,82.0,90,85,90,,,,,,,,,,,92,69,74
,69,79.0,82,84,83,,76,79,,83,74,78,95,69,,72,,,,71,,67,76,80,87,75,78.0,93,84,82,83,81,85.0,70,62,90,92,68,85,85,81,91,93
79,18,74.0,85,91,92,,87,79,,92,78,80,92,66,84.0,73,,66,,92,,64,68,79,83,65,63.0,95,91,89,84,93,93.0,98,88,83,87,78,,76,90,89,84
,,87.0,73,98,83,81,,,90,84,,,,54,77.0,,,70,,42,21,,,83,30,62,66.0,86,62,78,,,94.0,,,,,,,,20,75,66
,,82.0,,92,,,,,84,87,,,,,,,,,,,,,,,,,,97,,88,,,78.0,,,,,,,,,86,78
70,70,74.0,74,82,76,,76,84,,72,60,77,76,68,,60,95,73,78.0,73,,60,62,83,79,79,72.0,83,66,71,76,,80.0,87,60,70,76,69,83,77,78,67,78
49,60,88.0,88,83,83,,,,87,82,72,66,83,61,82.0,60,83,75,,88,63,,,62,30,60,92.0,99,79,70,6,,76.0,,60,27,62,61,,,,83,76
,,83.0,87,87,87,,,,,,68,,,,,,,,,71,,,87,,,95,79.0,,,81,,,92.0,,,,,,,,,,
86,,81.0,65,87,92,88,,,73,93,78,85,87,61,89.0,76,76,67,,60,83,,77,98,87,76,72.0,80,66,75,70,,90.0,76,66,83,87,79,,,89,74,62
84,,,,92,92,86,,,75,88,81,88,98,87,87.0,86,92,85,,87,93,,,87,76,83,90.0,77,79,90,89,97,93.0,,85,90,87,86,91,,97,87,90
,,86.0,,83,,72,,,65,62,,,,,,,,,,,,,,,,,,57,,62,,,92.0,,,,,,,,,77,65
93,87,82.0,85,78,88,,85,83,,78,89,91,92,86,,88,,91,84.0,91,,86,93,79,87,88,82.0,91,,83,90,90,82.0,92,95,83,98,90,86,87,93,78,71
92,,96.0,92,87,92,,80,86,,,90,97,98,95,97.0,83,95,90,94.0,88,,98,93,98,92,95,92.0,98,,88,83,90,,87,88,95,92,86,84,86,92,,
81,,,,,,,,,,,,74,92,,,67,,,,,80,,77,,90,61,,,71,,,63,,83,83,83,92,73,82,71,85,,
60,,93.0,84,92,92,76,,,87,75,68,71,92,77,84.0,60,92,85,,79,77,,,92,81,95,86.0,89,69,86,75,60,90.0,76,70,81,92,72,,,88,82,93
87,92,91.0,86,88,92,,63,63,,84,83,91,92,93,,89,79,90,,90,,76,89,98,79,97,94.0,95,82,95,87,86,84.0,88,99,79,76,92,88,83,96,89,97
,,98.0,90,79,92,80,,,86,84,,,,79,,,83,92,,93,93,,92,87,76,86,90.0,89,,88,,,,,,,,,,,86,89,90
85,89,94.0,88,77,81,,73,83,,85,81,90,90,73,,90,,,90.0,85,,94,,70,76,94,94.0,92,90,84,83,,87.0,83,87,93,93,88,84,87,88,68,87
,60,64.0,70,82,84,,69,70,,81,60,60,73,67,,61,,,61.0,61,,77,,80,76,78,61.0,69,73,73,80,61,80.0,83,60,65,83,60,74,65,67,67,67
96,,96.0,92,87,87,,80,89,,,72,91,98,90,99.0,84,88,86,83.0,73,,96,88,98,87,89,84.0,86,,,87,97,,98,82,100,98,84,91,92,90,,
,,90.0,92,87,92,83,,,86,92,,,,76,92.0,,83,80,,82,95,,,87,79,75,91.0,92,82,93,,,94.0,,,,,,,,,86,75
,,,,98,98,89,,,92,96,,,,92,94.0,,98,93,,96,97,,,92,87,97,95.0,92,,99,,,,,,,,,,,,95,96
,,99.0,,98,,83,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,97,93
88,86,80.0,86,85,92,,,,,78,83,93,98,89,,90,98,90,,84,,67,90,79,83,91,90.0,95,,87,86,93,89.0,98,89,79,79,87,90,73,88,84,74
92,84,94.0,94,79,98,86,,,93,95,66,75,98,81,,73,87,94,,86,77,,81,79,83,89,92.0,99,87,82,74,85,96.0,96,80,94,92,75,,,85,85,86
,,91.0,85,83,92,73,,,,,,,,73,,,90,79,,79,71,,,87,83,80,75.0,100,86,93,,,,,,,,,,,91,81,78
77,,76.0,84,,89,,82,85,,74,84,83,92,77,87.0,75,,86,91.0,82,,84,85,92,79,80,83.0,,66,67,87,85,91.0,98,80,98,98,82,83,84,,,
81,86,60.0,76,80,83,,77,72,,85,70,79,98,80,,78,,82,84.0,80,,81,90,87,92,77,72.0,92,,69,85,91,85.0,92,90,83,83,80,84,75,83,72,69
90,85,98.0,89,87,92,75,,,79,78,64,94,98,75,,82,92,95,,82,73,,,87,81,88,81.0,83,66,82,77,85,82.0,76,80,92,98,92,91,,89,88,80
,,86.0,,79,,,,,80,84,,,,,,,,,,,,,,,,,,100,,97,,,,,,,,,,,,87,76
98,82,90.0,90,89,92,,70,70,,90,90,85,98,93,,85,87,86,88.0,85,,89,92,98,92,90,98.0,94,,94,88,97,92.0,88,90,83,76,94,91,79,95,81,88
75,67,81.0,63,92,87,79,,,85,90,86,71,79,62,,75,83,60,,70,68,,,98,79,70,81.0,78,65,68,82,71,90.0,,47,72,87,60,,,73,74,78
78,88,92.0,79,92,98,84,,,93,89,89,85,92,92,,84,83,77,,82,88,,,87,87,90,83.0,90,72,93,83,93,93.0,,81,80,92,85,,,,73,76
,,,,,,,,,,,66,82,66,63,69.0,60,79,,66.0,,41,64,72,80,70,60,,,,,68,64,,,70,,,85,,62,,,74
95,94,81.0,92,86,77,,81,75,,82,79,89,88,78,,88,,,88.0,89,,96,87,80,79,86,83.0,92,87,85,80,80,83.0,70,89,80,92,77,90,77,86,83,86
,,86.0,,87,,81,,,87,90,,,,,,,,,,,,,,,,,,97,,94,,,93.0,,,,,,,,,86,80
,,89.0,88,87,87,82,,,80,83,,,,78,89.0,,87,83,,73,89,,,87,87,79,78.0,64,81,91,,,93.0,,,,,,,,,78,70
,,90.0,90,83,87,74,,,74,69,69,77,70,61,88.0,70,76,81,,60,73,,69,79,81,86,71.0,62,68,84,83,,86.0,76,83,73,92,61,60,,78,74,82
,,93.0,,87,,76,,,78,88,,,,,,,,,,,,,,,,,,99,,92,,,83.0,,,,,,,,,77,91
93,,93.0,96,98,92,87,,,91,93,97,91,98,94,95.0,87,92,87,,92,98,,,98,98,87,96.0,92,87,94,89,97,95.0,,84,97,98,95,,,96,89,86
,,92.0,,98,,74,,,89,96,,,,,,,,,,,,,,,,,,93,,95,,,,,,,,,,,,86,79
,,90.0,81,92,87,,,,88,96,,,,92,90.0,,83,90,,83,77,,,92,87,75,91.0,97,87,92,,,89.0,,,,,,,,,81,86
35,,65.0,65,,,,,,,49,21,43,64,62,65.0,66,70,,,61,,70,,70,66,60,,,32,38,82,62,,62,60,79,82,60,60,62,,25,15
,,96.0,95,83,98,80,,,78,88,,,,75,88.0,,83,81,,86,95,,,92,83,83,90.0,88,90,94,,,,,,,,,,,84,79,86
,,94.0,,87,,74,,,71,97,,,,,,,,,,,,,,,,,,81,,84,,,,,,,,,,,,88,82
80,,77.0,80,84,83,,80,82,,68,76,77,96,66,88.0,70,,,85.0,84,,86,85,80,73,70,85.0,92,,89,85,74,85.0,83,60,65,88,70,87,73,84,87,87
61,82,89.0,88,84,91,,84,84,,81,70,69,92,63,,76,,89,87.0,96,,69,88,76,79,80,78.0,98,77,96,85,,79.0,98,71,79,98,67,72,73,96,94,86
,,82.0,82,87,83,76,,,80,80,,,,69,90.0,,87,78,,71,74,,,87,76,63,81.0,94,67,76,,,87.0,,,,,,,,74,71,62
,65,98.0,92,87,83,75,,,81,77,,,,71,,,83,80,,72,80,,76,,83,87,83.0,95,71,86,,,91.0,,,,,,,,,85,88
79,87,90.0,81,,89,,76,77,,,80,89,92,84,,85,,90,87.0,87,,86,86,92,79,80,74.0,,91,91,80,,88.0,79,85,83,98,85,79,87,,,
,,97.0,,98,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,89,94
93,,94.0,95,98,98,87,,,92,95,,94,98,91,95.0,88,92,87,,92,93,,,92,87,97,91.0,85,89,81,83,94,92.0,,83,83,87,85,,,96,91,85
,,97.0,96,98,98,,,,83,82,,,,87,97.0,,79,99,,92,97,,91,87,98,96,93.0,88,87,99,,,,,,,,,,,91,92,92
,,,,,,,,,,,,,,83,,87,,,,,,,,,,86,,,81,,,,,,,,,90,,,,,
,,88.0,,87,,,,,79,67,,,,,,,,,,,,,,,,,,88,,85,,,85.0,,,,,,,,,90,75
77,,87.0,66,83,87,74,,,82,63,63,69,73,61,84.0,62,79,61,,60,90,,74,92,92,72,72.0,79,62,81,73,,86.0,76,70,79,92,61,60,,76,73,85
93,,,,98,87,82,,,,,94,89,98,91,84.0,92,83,86,,96,96,,,92,92,96,86.0,96,88,98,94,98,94.0,,91,80,92,94,,,94,93,90
,61,84.0,83,98,83,79,,,78,60,60,73,76,68,,68,76,76,,61,74,,62,87,87,73,71.0,71,62,76,67,71,86.0,76,71,66,83,60,,53,,87,72
,,,,,,,,,,,,,,76,92.0,68,,,,,,72,60,92,30,67,,,,,,,,,,,,,,60,,,
,,71.0,82,85,86,,82,84,,71,78,84,92,70,96.0,77,,,87.0,83,,80,82,80,92,88,84.0,87,81,97,85,80,89.0,92,77,90,90,81,90,76,85,94,95
,,87.0,60,87,87,77,,,78,85,73,78,83,71,80.0,80,76,77,,60,63,,69,79,79,71,76.0,85,69,86,80,,90.0,76,69,73,83,80,,,,86,71
,,68.0,68,90,90,,,,82,77,,,,,84.0,,96,73,,41,53,,64,83,70,46,60.0,97,82,82,,,89.0,,,,,,,,50,45,31
97,,,,87,87,,,,,88,87,90,98,98,100.0,87,91,88,98.0,91,,96,93,92,87,85,92.0,78,,,92,99,,87,79,95,92,84,95,90,95,92,92
97,,90.0,84,87,87,,81,87,,75,64,91,92,86,96.0,76,87,73,89.0,69,,88,86,87,92,84,80.0,95,88,,86,85,,87,73,97,92,80,82,75,89,90,69
,,94.0,94,98,98,74,,,73,75,,,,76,90.0,,85,91,,93,86,,,83,87,85,83.0,95,82,89,,,91.0,,,,,,,,,71,74
87,,,,98,92,71,,,82,83,77,96,92,81,88.0,88,85,85,,81,81,,,92,87,93,90.0,71,79,84,84,,93.0,,66,90,98,83,94,,88,77,87
85,83,78.0,76,86,86,,77,80,,86,74,83,98,69,,71,,86,85.0,75,,74,87,76,92,75,74.0,91,90,79,73,,79.0,92,85,98,87,85,72,72,86,73,70
96,,91.0,92,98,92,,,,83,88,90,89,92,85,93.0,86,90,79,,88,93,,,87,79,87,87.0,90,87,89,80,96,94.0,,79,77,83,91,84,,87,81,83
92,,81.0,82,92,98,82,,,83,91,91,89,98,91,94.0,90,83,90,,82,85,,,98,87,88,86.0,80,77,74,81,96,94.0,,85,80,87,84,,,91,76,66
88,,,90,87,92,84,,,77,76,79,78,98,82,78.0,79,87,78,,84,94,,,87,83,82,69.0,79,77,84,82,,93.0,,84,84,92,70,,,86,81,81
92,,92.0,93,83,92,73,,,,,83,80,98,79,98.0,78,92,81,,79,85,,82,92,81,89,86.0,97,75,89,84,87,91.0,76,81,87,92,82,89,,92,94,93
60,,60.0,96,87,,88,,,71,77,60,76,30,,74.0,66,,,,78,,,20,30,30,89,,84,74,61,81,26,92.0,,40,,70,73,,,,67,60
,,97.0,,92,,83,,,85,93,,,,,,,,,,,,,,,,,,100,,84,,,96.0,,,,,,,,,67,74
76,,,,,,,,,77,,78,,,,,,,,,,,,,,,,,,,,82,,,,,,87,64,,,,,
,,93.0,76,87,79,,,,81,90,,,,63,91.0,,83,85,,75,65,,,87,87,79,82.0,87,76,81,,,91.0,,,,,,,,74,72,77
88,86,87.0,92,92,96,83,,,89,72,,76,92,88,,89,92,82,,93,85,,,87,87,87,87.0,99,86,89,87,93,92.0,,80,80,83,76,,,,79,87
15,25,65.0,81,80,83,,75,72,,85,60,,30,76,70.0,65,,72,72.0,32,,60,74,92,79,64,56.0,90,21,66,74,60,82.0,76,,62,87,60,61,69,87,67,61
,,94.0,85,98,92,72,,,,,,,,85,95.0,,92,95,,98,98,,92,98,98,95,95.0,99,86,91,,,,,,,,,,,97,82,85
75,,86.0,80,92,98,,,,91,64,79,83,87,82,91.0,76,79,79,,67,75,,87,87,81,81,73.0,80,76,69,89,,96.0,76,71,79,92,76,,,,82,70
77,90,75.0,76,80,87,,79,79,,70,85,73,92,80,,77,,84,,81,,86,88,83,93,60,72.0,90,82,85,83,93,82.0,92,86,87,92,70,74,74,86,76,75
35,9,66.0,60,83,87,89,,,62,63,50,47,62,61,,61,,,,15,60,,,79,73,40,64.0,60,60,70,69,,68.0,61,42,60,62,28,,,71,60,31
,,75.0,,83,,,,,60,78,,,,,,,,,,,,,,,,,,,,77,,,94.0,,,,,,,,,69,60
,72,82.0,,82,,,78,85,,71,72,,,68,,,,,82.0,,,,90,,92,,82.0,90,,78,80,,94.0,,,,,,,,94,83,91
,,89.0,98,87,87,,,,92,86,,,,91,90.0,,92,82,,83,93,,89,98,87,86,94.0,91,84,85,,,96.0,,,,,,,,94,83,88
79,,87.0,76,92,89,74,,,93,90,90,79,87,88,83.0,86,83,80,,78,84,,,87,79,81,87.0,91,80,74,77,87,92.0,,71,87,87,73,80,,,75,72
,71,,,87,83,,70,73,,78,62,69,92,79,,70,88,78,,60,,83,71,98,76,77,78.0,96,87,85,74,84,,92,60,95,76,73,,74,86,86,86
83,89,76.0,80,,,,,,,87,63,85,98,80,,77,,91,,90,,72,88,92,87,93,71.0,,87,85,85,,99.0,92,86,98,98,75,90,80,,,
76,91,86.0,92,79,86,,82,87,,83,72,87,98,82,,70,,95,87.0,98,,95,91,79,79,98,80.0,98,85,85,90,,75.0,98,79,98,83,74,87,77,86,88,81
,,83.0,89,83,92,83,,,,,,,,89,92.0,,87,87,,93,98,,,87,83,88,96.0,94,93,84,,,,,,,,,,,93,86,87
67,,87.0,89,87,87,,85,83,,88,75,74,79,87,99.0,77,95,89,90.0,75,,91,83,92,83,81,89.0,95,,,80,92,91.0,83,84,95,87,65,81,63,95,82,88
74,,99.0,87,83,87,,80,77,,91,85,91,92,87,91.0,68,87,83,,79,,94,90,92,98,86,86.0,97,86,,90,,83.0,87,84,100,76,83,74,67,92,91,86
89,92,80.0,82,83,89,,,,,73,81,92,98,75,,77,,87,82.0,87,,85,90,79,92,94,76.0,83,,62,91,90,83.0,98,89,98,92,91,84,81,92,72,70
,,93.0,90,98,92,78,,,80,94,,,,76,91.0,,87,95,,75,86,,,87,79,84,74.0,84,85,87,,,93.0,,,,,,,,86,80,71
78,,78.0,75,86,76,,79,80,,76,68,87,90,72,83.0,82,,,,77,,71,75,80,83,67,78.0,90,84,92,70,79,64.0,83,60,79,85,90,83,80,77,84,74
,,96.0,90,92,98,,,,,,,,,90,95.0,,92,97,,95,99,,94,98,98,82,90.0,96,80,98,,,,,,,,,,,,88,95
90,70,,,92,98,79,,,69,73,76,83,98,76,,84,79,67,,66,88,,78,92,81,81,89.0,89,78,76,88,,90.0,76,77,98,98,81,,,85,75,73
76,81,85.0,68,83,83,85,,,93,96,60,90,92,69,,65,91,80,,60,91,,90,92,81,85,76.0,95,75,72,72,,73.0,64,77,85,92,76,,,89,88,87
95,96,78.0,92,,90,,79,79,,,86,87,98,88,,91,,94,94.0,90,,94,90,98,98,96,94.0,,93,92,89,,94.0,98,83,98,98,81,88,86,,,
95,,92.0,97,83,82,,78,83,,97,89,89,98,86,86.0,86,,,,85,,95,97,80,79,93,76.0,83,88,77,80,86,84.0,92,97,85,94,89,90,88,92,74,90
,,,,,,,,,,,,,83,89,,,,,,,,,,,,,,,,,93,,,92,,,92,,,,,,
81,,81.0,81,83,92,69,,,80,77,67,70,92,73,89.0,78,87,84,,77,87,,,87,83,78,89.0,71,71,88,87,77,94.0,,79,76,87,67,,,78,78,82
78,84,96.0,94,92,87,88,,,89,95,93,90,98,85,,85,92,90,,89,89,,,98,98,89,92.0,99,82,92,88,96,92.0,,79,91,87,80,97,,95,73,87
86,,91.0,83,83,87,,69,80,,80,78,75,92,90,97.0,74,95,84,85.0,83,,87,74,87,83,75,81.0,71,,87,75,84,,92,70,95,79,76,79,67,90,83,85
,80,78.0,72,87,87,,70,76,,93,77,83,92,78,,78,,82,88.0,91,,92,81,87,83,91,81.0,76,,70,86,81,89.0,76,88,79,83,68,70,78,69,77,71
82,71,88.0,86,88,87,,80,81,,67,70,87,92,68,,75,87,80,,75,,70,76,92,87,85,70.0,90,78,83,87,86,88.0,98,83,79,76,77,88,79,85,82,70
,,91.0,93,80,83,,77,76,,94,84,84,92,89,86.0,74,91,79,90.0,88,,93,92,79,92,90,90.0,95,71,91,83,88,86.0,87,96,83,76,82,91,73,82,70,82
75,86,82.0,91,79,82,,74,83,,98,71,78,93,75,,77,,,90.0,85,,94,91,80,87,92,85.0,87,87,96,80,77,85.0,92,77,79,86,74,87,76,89,98,92
85,89,97.0,96,85,98,,88,90,,87,80,88,98,94,,84,95,90,96.0,93,,87,95,87,92,92,76.0,84,,90,87,96,92.0,98,92,98,92,91,94,86,91,79,86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,90,,,92,92,,83,86,,84,75,82,92,79,,79,91,86,,87,,91,84,79,92,78,89.0,100,,98,70,88,87.0,87,89,95,79,84,,62,95,88,89
87,,85.0,90,80,83,,73,77,,91,78,88,71,76,77.0,71,,,79.0,83,,81,89,80,83,91,76.0,84,84,85,80,72,75.0,83,86,71,87,85,,80,82,76,77
,,,90,92,92,87,,,89,,,,,75,94.0,,87,89,,95,90,,,87,83,77,86.0,92,80,95,,,,,,,,,,,,76,87
,,92.0,,87,,79,,,84,74,,,,,,,,,,,,,,,,,,89,,100,,,92.0,,,,,,,,,90,89
,,,,,,,,,,60,61,65,71,60,62.0,67,83,,61.0,70,50,61,61,70,80,51,60.5,,,,85,63,,83,61,65,86,65,60,68,,65,65
,,,,87,87,,,,76,74,,,,76,87.0,,87,84,,89,80,,,87,83,79,78.0,90,83,88,,,,,,,,,,,83,80,76
,72,66.0,66,82,84,,73,80,,72,73,81,88,67,,72,,,,73,,62,72,80,76,62,69.0,78,71,81,87,61,79.0,83,85,79,86,76,79,78,85,72,85
,,87.0,82,92,83,86,,,76,65,66,69,92,70,89.0,71,78,76,,63,87,,,87,81,75,77.0,68,63,84,75,83,83.0,76,74,83,87,72,87,,70,87,75
74,75,71.0,64,82,85,,82,85,,66,60,76,92,78,,60,,81,82.0,66,,79,81,79,92,76,74.0,87,84,74,84,,85.0,83,79,83,79,77,64,67,82,70,67
,61,72.0,67,83,87,74,,,87,82,58,44,30,80,,,76,77,,73,64,,86,87,79,66,71.0,94,71,80,,,88.0,,22,,62,,,,83,80,80
,63,20.0,20,70,,,62,20,,58,,,30,,,,20,20,69.0,,,,,,,20,20.0,20,,32,,,20.0,,,,,,,,20,20,20
,,90.0,90,87,83,76,,,83,87,,,,81,92.0,,87,92,,89,92,,,87,79,84,91.0,96,82,84,,,,,,,,,,,90,72,80
95,,,,87,98,,,,83,82,88,88,98,81,82.0,91,83,81,,89,89,,,83,92,88,84.0,83,79,83,87,97,92.0,,80,89,87,82,87,,90,87,91
,,91.0,,92,,73,,,76,91,,,,,,,,,,,,,,,,,,84,,75,,,90.0,,,,,,,,,84,86
94,,86.0,96,92,98,83,,,94,88,93,93,92,92,96.0,89,83,91,,93,97,,,98,79,91,97.0,90,89,91,84,96,92.0,,90,95,92,94,,,93,94,92
76,,87.0,75,87,87,,80,81,,83,93,74,87,92,99.0,76,92,69,82.0,73,,81,81,92,92,71,70.0,69,86,,87,,,87,67,95,87,67,84,80,85,84,74
72,76,82.0,77,85,76,,81,80,,76,66,79,92,75,91.0,68,83,80,,68,,86,82,83,76,70,71.0,95,80,83,85,84,86.0,88,79,79,76,82,89,75,82,83,78
,,66.0,,73,,,,,,,,,,,,,,8,,59,73,,,30,30,75,60.0,,,71,,,14.0,,,,,,,,,,
,,,91,98,83,70,,,85,88,,,,77,90.0,,95,96,,93,90,,87,92,83,80,91.0,100,87,92,,,93.0,,,,,,,,89,81,92
,,89.0,89,98,98,77,,,80,86,,,,62,91.0,,87,81,,85,94,,,87,79,67,84.0,79,85,83,,,90.0,,,,,,,,90,72,70
86,80,84.0,80,82,83,,81,82,,61,71,84,92,74,,76,89,79,87.0,64,,64,88,76,79,70,80.0,93,75,80,79,91,86.0,92,85,76,79,84,87,75,81,73,74
,,76.0,,92,,69,,,87,90,,,,,,,,,,,,,,,,,,94,,74,,,95.0,,,,,,,,,68,71
82,,90.0,86,84,68,,79,73,,92,68,85,77,60,86.0,73,,,,67,,84,83,80,76,60,65.0,91,87,86,80,,84.0,83,76,79,89,77,81,85,95,70,81
