-800,2019-06-05 11:58:07.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,面食,43
-400,2019-06-04 16:21:06.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-200,2019-06-09 18:07:50.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,卤肉饭组,223
-800,2019-06-06 19:27:39.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-200,2019-06-05 18:28:30.000000,2186113485,5,饮食中心\西交大本部校区\兴庆校区外包商户,水吧,82
-300,2019-02-18 12:01:03.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,37
-1000,2019-06-20 17:58:47.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,97
-600,2019-06-10 16:57:02.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,面食,43
-900,2019-06-13 17:45:01.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,火锅米线,35
-280,2019-06-13 17:45:25.000000,2186113485,5,饮食中心\西交大本部校区\学生一食堂,饮料组,49
-400,2019-06-17 12:00:48.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-800,2019-06-12 11:06:34.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,卤肉饭组,223
-100,2019-06-13 18:10:50.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-200,2019-06-20 17:59:21.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,2
-300,2019-07-03 08:18:30.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-400,2019-06-24 12:48:56.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-2,2019-06-25 21:03:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-580,2019-07-02 17:51:06.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,苗家掉渣饼组,92
-900,2019-06-25 11:25:47.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,饭团,5
-6,2019-06-25 21:08:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-300,2019-07-04 11:34:30.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,49
-800,2019-07-04 11:34:06.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,盖饭,39
-850,2019-02-19 11:44:26.000000,2186113485,5,饮食中心\西交大本部校区\学生二食堂,菜组,13
-300,2019-07-04 08:21:32.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-400,2019-07-05 11:22:46.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,卤菜组,229
-60,2019-07-14 09:19:33.000000,2186113485,5,饮食中心\西交大本部校区\学生一食堂,菜组,164
-100,2019-07-04 20:08:00.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-60,2019-07-05 11:30:05.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,包子组,260
-100,2019-07-05 19:40:10.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-1000,2019-07-09 17:38:40.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-450,2019-07-10 17:32:17.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,麦香馅饼,34
-800,2019-07-10 11:30:50.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,卤肉饭组,223
-60,2019-07-10 11:31:41.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,包子组,260
-800,2019-07-10 11:30:52.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,卤肉饭组,223
-500,2019-07-10 17:31:47.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,饸烙面,31
-1200,2019-07-11 11:39:16.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,91
-1000,2019-07-16 17:41:13.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-1000,2019-07-17 18:28:49.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,97
-36,2019-07-17 22:07:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,温泉浴室,1
-800,2019-02-19 18:31:47.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,97
-150,2019-02-19 09:38:55.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,炒烩,11
-1000,2019-02-27 18:31:36.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,97
-1000,2019-02-20 18:41:31.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
